GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Aggregated Reports/orders-service-api,io.oigres.ecomm.service.orders.model.order,ChangeCurrentOrderStatusResponse,4,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-api,io.oigres.ecomm.service.orders.model.order,GetAllOrdersResponse,4,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-api,io.oigres.ecomm.service.orders.model.order,GetOrderByIdResponse,8,0,0,0,2,0,2,0,2,0
Aggregated Reports/orders-service-api,io.oigres.ecomm.service.orders.model.order,OrderStatusAmountsResponse,4,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-domain,io.oigres.ecomm.service.orders.domain,Auditable,11,0,2,0,3,0,3,0,2,0
Aggregated Reports/orders-service-domain,io.oigres.ecomm.service.orders.domain,OrderProduct_,3,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-domain,io.oigres.ecomm.service.orders.domain,Cart_,3,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-domain,io.oigres.ecomm.service.orders.domain,Order_,3,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-domain,io.oigres.ecomm.service.orders.domain,DeliveryMethod_,3,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-domain,io.oigres.ecomm.service.orders.domain,OrderStatus_,3,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-domain,io.oigres.ecomm.service.orders.domain,Message_,3,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-domain,io.oigres.ecomm.service.orders.domain,Invoice_,3,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-domain,io.oigres.ecomm.service.orders.domain,Status_,3,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-domain,io.oigres.ecomm.service.orders.domain,Config_,3,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-domain,io.oigres.ecomm.service.orders.domain,PaymentMethod_,3,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-domain,io.oigres.ecomm.service.orders.domain,DomainEntity,3,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-domain,io.oigres.ecomm.service.orders.domain,DomainException,4,0,0,0,2,0,1,0,1,0
Aggregated Reports/orders-service-domain,io.oigres.ecomm.service.orders.exception,CreateCartException,4,0,0,0,2,0,1,0,1,0
Aggregated Reports/orders-service-domain,io.oigres.ecomm.service.orders.exception,NotFoundException,4,0,0,0,2,0,1,0,1,0
Aggregated Reports/orders-service-domain,io.oigres.ecomm.service.orders.exception,OrderNotFoundException,4,0,0,0,2,0,1,0,1,0
Aggregated Reports/orders-service-domain,io.oigres.ecomm.service.orders.enums,OrderStatusEnum,159,0,12,0,26,0,14,0,8,0
Aggregated Reports/orders-service-domain,io.oigres.ecomm.service.orders.enums,DeliveryMethodEnum,60,0,6,0,12,0,8,0,5,0
Aggregated Reports/orders-service-domain,io.oigres.ecomm.service.orders.enums,PaymentMethodEnum,60,0,6,0,12,0,8,0,5,0
Aggregated Reports/orders-service-application,io.oigres.ecomm.service.orders.usecases.orders.search,GetOrderByIdUseCaseImpl,14,0,0,0,4,0,2,0,2,0
Aggregated Reports/orders-service-application,io.oigres.ecomm.service.orders.usecases.orders.search,GetOrderStatusAmountsUseCaseImpl,19,0,2,0,6,0,3,0,2,0
Aggregated Reports/orders-service-application,io.oigres.ecomm.service.orders.usecases.carts.cleanUp,CleanUpStockTransactionUseCaseImpl,97,0,8,0,31,0,8,0,4,0
Aggregated Reports/orders-service-application,io.oigres.ecomm.service.orders.usecases.deliveryMethods.list,GetAllDeliveryMethodsUseCaseImpl,11,0,0,0,4,0,2,0,2,0
Aggregated Reports/orders-service-application,io.oigres.ecomm.service.orders.usecases.orders.total,GetOrdersCountUseCaseImpl,36,0,2,0,10,0,4,0,3,0
Aggregated Reports/orders-service-application,io.oigres.ecomm.service.orders.usecases.orders.list,GetAllOrdersUseCaseImpl,87,0,8,0,21,0,8,0,4,0
Aggregated Reports/orders-service-application,io.oigres.ecomm.service.orders.model.carts,InsertCartResponseDTO,4,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-application,io.oigres.ecomm.service.orders.model.carts,InsertCartRequestDTO,4,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-application,io.oigres.ecomm.service.orders.model.carts,InsertOrderResponseDTO,4,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-application,io.oigres.ecomm.service.orders.usecases.orders.changeStatus,ChangeOrderStatusUseCaseImpl,64,0,0,0,18,0,3,0,3,0
Aggregated Reports/orders-service-application,io.oigres.ecomm.service.orders.usecases.carts.create,CreateCartUseCaseImpl,400,0,6,0,134,0,12,0,9,0
Aggregated Reports/orders-service-application,io.oigres.ecomm.service.orders.usecases.paymentMethods.list,GetAllPaymentMethodsUseCaseImpl,11,0,0,0,4,0,2,0,2,0
Aggregated Reports/orders-service-persistence,io.oigres.ecomm.service.orders.textsearch,AuditableRoutingBinder,15,0,0,0,4,0,2,0,2,0
Aggregated Reports/orders-service-persistence,io.oigres.ecomm.service.orders.textsearch,AuditableRoutingBridge,17,0,2,0,7,0,4,0,3,0
Aggregated Reports/orders-service-persistence,io.oigres.ecomm.service.orders.textsearch,SearchMappingConfigurer,23,0,0,0,8,0,3,0,3,0
Aggregated Reports/orders-service-persistence,io.oigres.ecomm.service.orders.repository,Indexer,32,0,0,0,11,0,2,0,2,0
Aggregated Reports/orders-service-persistence,io.oigres.ecomm.service.orders.repository,SearchRepositoryImpl,52,0,0,0,14,0,5,0,5,0
Aggregated Reports/orders-service-persistence,io.oigres.ecomm.service.orders.orm,CustomAuditingEntityListener,61,0,14,0,19,0,10,0,3,0
Aggregated Reports/orders-service-rest-api,io.oigres.ecomm.service.orders.web.http,LoggingRequestFilter,147,0,8,0,35,0,8,0,4,0
Aggregated Reports/orders-service-rest-api,io.oigres.ecomm.service.orders.config,WebConfiguration,133,0,4,0,36,0,10,0,8,0
Aggregated Reports/orders-service-rest-api,org.springframework.data.web,PageableRequestHandlerMethodArgumentResolver,390,0,44,0,105,0,46,0,24,0
Aggregated Reports/orders-service-rest-api,org.springframework.data.web,SortRequestHandlerMethodArgumentResolver.ExpressionBuilder,57,0,4,0,13,0,6,0,4,0
Aggregated Reports/orders-service-rest-api,org.springframework.data.web,SortRequestHandlerMethodArgumentResolver,391,0,44,0,100,0,39,0,17,0
Aggregated Reports/orders-service-rest-api,org.springframework.data.web,SortRequestHandlerMethodArgumentResolver.SortOrderParser,170,0,16,0,30,0,19,0,11,0
Aggregated Reports/orders-service-rest-api,io.oigres.ecomm.service.orders.api,AbstractController,3,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-rest-api,io.oigres.ecomm.service.orders.api,OrdersController,355,0,2,0,122,0,15,0,14,0
Aggregated Reports/orders-service-rest-api,io.oigres.ecomm.service.orders.api,CartsController,232,0,0,0,83,0,10,0,10,0
Aggregated Reports/orders-service-spring-boot,io.oigres.ecomm.service.orders.rpc,UsersServiceProxyEnhanced,205,0,0,0,44,0,40,0,40,0
Aggregated Reports/orders-service-spring-boot,io.oigres.ecomm.service.orders.rpc,StockTransactionsServiceProxyEnhanced,30,0,0,0,10,0,6,0,6,0
Aggregated Reports/orders-service-spring-boot,io.oigres.ecomm.service.orders.web,GlobalExceptionHandler,216,0,6,0,41,0,16,0,13,0
Aggregated Reports/orders-service-spring-boot,io.oigres.ecomm.service.orders,Bootstrap,43,0,4,0,13,0,4,0,2,0
Aggregated Reports/orders-service-spring-boot,io.oigres.ecomm.service.orders.config,OpenApiV3Configuration,27,0,0,0,8,0,2,0,2,0
Aggregated Reports/orders-service-spring-boot,io.oigres.ecomm.service.orders.config,PersistenceConfiguration.AuditorAwareImpl,5,0,0,0,2,0,2,0,2,0
Aggregated Reports/orders-service-spring-boot,io.oigres.ecomm.service.orders.config,RemoteServicesConfiguration,25,0,0,0,5,0,3,0,3,0
Aggregated Reports/orders-service-spring-boot,io.oigres.ecomm.service.orders.config,ApplicationReadyInitializer,197,0,0,0,50,0,3,0,3,0
Aggregated Reports/orders-service-spring-boot,io.oigres.ecomm.service.orders.config,SchedulingConfiguration,3,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-spring-boot,io.oigres.ecomm.service.orders.config,StockTransactionsScheduledCleanUpConfiguration,10,0,0,0,5,0,2,0,2,0
Aggregated Reports/orders-service-spring-boot,io.oigres.ecomm.service.orders.config,PersistenceConfiguration,26,0,0,0,8,0,3,0,3,0
Aggregated Reports/orders-service-spring-boot,io.oigres.ecomm.service.orders.config,AsyncConfiguration,31,0,0,0,10,0,2,0,2,0
Aggregated Reports/orders-service-spring-boot,org.redisson.config,ConfigPrinter,223,0,14,0,56,0,12,0,5,0
Aggregated Reports/orders-service-spring-boot,io.oigres.ecomm.service.orders.api,CronJobController,24,0,2,0,8,0,4,0,3,0
Aggregated Reports/orders-service-sdk,io.oigres.ecomm.service.orders.api,OrdersServiceProxy,194,0,0,0,36,0,16,0,16,0
Aggregated Reports/orders-service-sdk,io.oigres.ecomm.service.orders.api,DeliveryMethodServiceProxy,75,0,0,0,18,0,4,0,4,0
Aggregated Reports/orders-service-sdk,io.oigres.ecomm.service.orders.api,RemoteMethodArgumentNotValidException,18,0,0,0,6,0,3,0,3,0
Aggregated Reports/orders-service-sdk,io.oigres.ecomm.service.orders.api,RemoteServiceUnavailableException,4,0,0,0,2,0,1,0,1,0
Aggregated Reports/orders-service-sdk,io.oigres.ecomm.service.orders.api,MiddlewareProxy.new ParameterizedTypeReference() {...},3,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-sdk,io.oigres.ecomm.service.orders.api,MiddlewareProxy.new ParameterizedTypeReference() {...},13,0,0,0,3,0,2,0,2,0
Aggregated Reports/orders-service-sdk,io.oigres.ecomm.service.orders.api,DeliveryMethodServiceProxy.new ParameterizedTypeReference() {...},3,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-sdk,io.oigres.ecomm.service.orders.api,MiddlewareProxy.1.new ParameterizedType() {...},21,0,0,0,6,0,4,0,4,0
Aggregated Reports/orders-service-sdk,io.oigres.ecomm.service.orders.api,PaymentMethodServiceProxy.new ParameterizedTypeReference() {...},3,0,0,0,1,0,1,0,1,0
Aggregated Reports/orders-service-sdk,io.oigres.ecomm.service.orders.api,PaymentMethodServiceProxy,75,0,0,0,18,0,4,0,4,0
Aggregated Reports/orders-service-sdk,io.oigres.ecomm.service.orders.api,CartsServiceProxy,24,0,0,0,6,0,4,0,4,0
Aggregated Reports/orders-service-sdk,io.oigres.ecomm.service.orders.api,MiddlewareProxy,641,0,20,0,134,0,54,0,44,0
